Sample_ID,Province,City,Date_Collected,Water_Source,Pollutant_Type,Pollutant_Level_mg_L,Safe_Limit_mg_L,Exceeds_Limit,pH_Level,Temperature_C,Turbidity_NTU,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,Treatment_Status,Agency_Responsible,Latitude,Longitude,Sampling_Depth_m,Comments
SMP102315,Manitoba,Phillipland,2025-02-05,River,Mercury,2.94,3.75,False,8.06,15.9,30.76,202.37,8.09,Untreated,EnviroCan,46.863473,-113.876263,0.29,Trial hot local girl sound.
SMP102316,Newfoundland and Labrador,New Rebeccaland,2024-06-08,Lake,Chlorine,5.04,17.49,False,8.46,14.6,75.86,1099.54,9.37,Treated,EnviroCan,47.218775,-63.750324,6.3,Hair take daughter marriage current.
SMP102317,Manitoba,Bankschester,2022-08-22,Reservoir,Microplastics,39.75,6.21,True,7.33,10.9,90.13,1169.1,2.97,Untreated,HydroWatch,52.534722,-82.005878,6.36,President bank position girl.
SMP102318,Nova Scotia,Ericachester,2024-11-20,Lake,Nitrate,37.43,12.05,True,8.53,3.3,96.99,542.91,9.33,Untreated,EnviroCan,52.163008,-97.504348,6.98,Task measure mother third.
SMP102319,Ontario,Allenside,2022-07-25,Reservoir,Mercury,11.68,19.77,False,8.24,1.8,79.78,1036.08,8.33,Treated,HydroWatch,52.241332,-86.604874,8.75,Off including song field.
SMP102320,Alberta,Pereztown,2025-01-08,Reservoir,Microplastics,36.04,8.98,True,6.26,29.1,30.93,283.31,8.27,Untreated,CleanH2O Org,43.654444,-80.98033,8.56,After away beyond onto.
SMP102321,Ontario,South Lisaburgh,2023-01-26,River,Mercury,1.42,16.72,False,6.78,9.3,77.44,444.16,11.05,Untreated,EnviroCan,45.181257,-100.24873,6.74,Especially hotel style nearly sometimes bring sound experience.
SMP102322,British Columbia,Valdezberg,2024-12-12,Lake,Phosphate,11.69,10.91,True,6.07,4.5,4.98,1274.89,10.09,Treated,WaterSafe Canada,50.754612,-110.73554,5.37,Feeling teacher force sport forget young.
SMP102323,Alberta,Mollyshire,2022-06-02,Groundwater,Chlorine,15.5,11.39,True,7.35,1.7,97.87,1197.28,10.9,Treated,EnviroCan,59.427296,-57.600892,2.36,Full beautiful PM cultural matter shoulder task.
SMP102324,Manitoba,Walkerburgh,2025-03-27,Reservoir,Chlorine,38.67,21.53,True,6.68,21.0,6.84,1255.32,10.58,Untreated,HydroWatch,59.454321,-102.922514,0.39,List music relationship.
SMP102325,Newfoundland and Labrador,Port James,2024-01-16,Groundwater,Chlorine,27.49,20.04,True,8.7,10.0,77.29,376.31,5.03,Treated,WaterSafe Canada,57.345216,-102.205769,6.38,Ago begin a.
SMP102326,Alberta,South David,2022-05-24,Reservoir,Chlorine,0.87,1.75,False,6.66,18.5,14.81,364.9,9.46,Partially Treated,CleanH2O Org,58.334673,-102.23634,8.52,Sell degree card TV.
SMP102327,Manitoba,New Erik,2024-04-18,Reservoir,Lead,0.81,9.57,False,8.06,3.9,50.97,217.82,8.66,Untreated,EnviroCan,56.602051,-129.248624,5.68,Watch evening almost movement economy threat.
SMP102328,Quebec,West William,2024-07-24,Groundwater,Phosphate,34.12,23.52,True,5.03,6.4,79.43,1072.61,7.24,Untreated,CleanH2O Org,52.630576,-71.121402,8.01,Know of at experience.
SMP102329,Quebec,Port Amanda,2024-02-20,Coastal,Phosphate,49.42,6.53,True,6.72,4.9,29.65,1712.32,13.69,Untreated,EnviroCan,45.419952,-80.758413,6.37,Size explain past continue.
SMP102330,Saskatchewan,Mitchellport,2023-01-03,Groundwater,Pesticides,37.86,0.9,True,5.27,9.1,85.7,1226.8,2.96,Treated,HydroWatch,56.587089,-115.210947,5.52,Food source follow current probably leader most.
SMP102331,Ontario,North Chadport,2022-12-14,Lake,Lead,16.32,19.91,False,8.96,19.6,36.1,1611.81,3.83,Untreated,EnviroCan,49.114883,-105.330523,5.28,Candidate suffer but present new point system.
SMP102332,Nova Scotia,Melissaside,2024-11-18,Coastal,Pathogens,11.51,18.14,False,6.56,19.5,96.1,1393.95,10.22,Untreated,HydroWatch,57.66939,-70.720565,7.16,Here size raise its.
SMP102333,Ontario,Patriciaview,2025-03-01,Groundwater,Mercury,23.39,14.18,True,8.0,24.8,22.1,1823.98,5.04,Partially Treated,CleanH2O Org,55.016621,-111.970122,7.04,Right act law season watch Democrat though.
SMP102334,Manitoba,Gregorybury,2024-03-08,River,Pathogens,3.29,4.08,False,7.66,21.1,17.19,1118.5,3.16,Treated,CleanH2O Org,52.816554,-108.413652,8.74,Sister open little.
SMP102335,Quebec,Kingville,2025-01-11,Reservoir,Phosphate,4.41,25.11,False,6.97,8.6,86.17,247.03,8.96,Untreated,CleanH2O Org,43.883444,-130.244423,4.78,News social language recent.
SMP102336,British Columbia,New Amandafort,2022-12-01,River,Pesticides,9.47,27.44,False,6.08,12.8,68.71,1134.94,9.61,Treated,HydroWatch,52.622764,-120.6512,9.81,Try far result since past soldier.
SMP102337,British Columbia,Justintown,2023-06-09,Lake,Nitrate,1.86,14.72,False,8.3,20.9,6.66,1703.34,9.56,Treated,WaterSafe Canada,44.056271,-88.821548,7.59,Collection improve time way budget treatment budget or.
SMP102338,New Brunswick,New Kellyland,2023-12-05,River,Lead,18.77,0.53,True,7.18,28.1,28.54,575.43,12.53,Untreated,CleanH2O Org,57.593735,-54.769576,3.25,Professional car write claim standard right doctor process.
SMP102339,Ontario,West Jon,2023-06-26,Lake,Phosphate,5.02,23.01,False,5.38,2.1,12.45,926.37,6.18,Treated,CleanH2O Org,54.527242,-116.561929,9.53,Must north wide open.
SMP102340,New Brunswick,Andrewsville,2024-06-08,Lake,Phosphate,28.83,9.46,True,6.88,4.4,73.81,218.62,6.75,Partially Treated,EnviroCan,44.930821,-131.218588,3.21,Window important either agent because.
SMP102341,Ontario,North Stephaniemouth,2022-12-08,River,Chlorine,4.73,3.51,True,8.67,9.7,93.5,538.28,11.52,Untreated,CleanH2O Org,48.51891,-99.977681,7.73,Expert imagine tend himself blood.
SMP102342,Quebec,North Brianfurt,2023-05-21,River,Microplastics,12.65,8.29,True,8.61,22.4,30.2,1414.88,12.34,Partially Treated,CleanH2O Org,47.306326,-110.460613,6.16,Law find plan small occur scientist.
SMP102343,Manitoba,Port Ashleyton,2025-04-24,Lake,Pathogens,23.64,9.81,True,8.25,29.9,3.84,894.94,6.78,Treated,CleanH2O Org,46.231548,-80.855996,0.64,He citizen ability during.
SMP102344,New Brunswick,North Melinda,2024-05-05,Groundwater,Mercury,48.45,24.78,True,6.78,23.4,23.92,480.39,6.89,Untreated,EnviroCan,49.852016,-92.801424,0.82,From hour tough picture team media partner answer.
SMP102345,Quebec,Aguilarstad,2022-11-21,Coastal,Chlorine,19.32,29.08,False,7.29,20.6,66.29,1407.89,10.77,Untreated,EnviroCan,52.293644,-58.344689,3.46,Black program environment pull democratic energy line light.
SMP102346,New Brunswick,Arthurborough,2025-01-20,Groundwater,Lead,23.16,20.77,True,5.42,21.9,39.79,1757.53,13.71,Partially Treated,CleanH2O Org,50.78057,-104.890582,4.66,Eight close hear suggest reduce word.
SMP102347,Quebec,West Daltonfort,2022-10-16,Lake,Nitrate,37.04,2.59,True,8.82,27.6,78.28,284.8,12.83,Untreated,WaterSafe Canada,53.539356,-68.250524,8.93,Hospital public life soldier find author gas.
SMP102348,Ontario,Meganberg,2022-05-13,Lake,Phosphate,44.77,15.63,True,5.69,3.8,29.58,1426.69,2.25,Treated,WaterSafe Canada,56.558926,-90.445323,7.54,Manage how tax heavy.
SMP102349,British Columbia,New Timothytown,2024-08-26,Lake,Mercury,25.32,4.63,True,6.13,12.4,45.65,1429.55,12.99,Treated,EnviroCan,46.467952,-130.403283,2.12,Sea million understand teacher paper tough see.
SMP102350,Manitoba,North Kyleview,2023-03-09,River,Chlorine,39.31,6.2,True,8.88,25.7,58.58,1261.64,2.69,Treated,HydroWatch,44.210735,-81.184377,6.77,Husband change sort rich.
SMP102351,Nova Scotia,South Ashlee,2022-09-10,Groundwater,Lead,32.51,3.93,True,5.46,20.6,81.37,1870.93,12.56,Partially Treated,EnviroCan,53.69745,-68.495198,7.47,Around manager without stock we set shake.
SMP102352,Saskatchewan,Smithmouth,2024-06-15,Groundwater,Lead,47.97,15.94,True,6.54,6.2,92.08,175.16,11.13,Treated,EnviroCan,56.46339,-133.559506,1.96,Behavior possible citizen mouth least heart.
SMP102353,Saskatchewan,Port Walterton,2023-06-13,Lake,Pathogens,46.56,27.57,True,5.42,21.7,39.43,904.84,3.27,Partially Treated,WaterSafe Canada,48.714783,-120.221292,6.02,What specific local.
SMP102354,New Brunswick,Andersonland,2023-11-09,Lake,Microplastics,26.54,3.71,True,8.66,27.4,85.82,1425.17,10.39,Treated,WaterSafe Canada,55.874115,-133.872771,1.61,Laugh rise organization throughout wrong how.
SMP102355,New Brunswick,Port Mark,2024-03-14,Groundwater,Chlorine,43.74,23.58,True,7.55,21.5,23.86,102.41,10.77,Untreated,EnviroCan,44.668566,-123.294101,4.83,Imagine identify difficult national.
SMP102356,Quebec,East Jesse,2024-09-21,Coastal,Pathogens,23.34,3.27,True,6.94,7.9,2.72,956.16,12.05,Partially Treated,WaterSafe Canada,56.212978,-106.195429,1.57,Including material education tell woman page.
SMP102357,New Brunswick,Thompsontown,2024-08-13,Groundwater,Oil,45.77,5.8,True,6.53,4.0,5.09,1060.39,8.37,Partially Treated,WaterSafe Canada,48.28377,-73.617989,9.15,Ball population event my himself house.
SMP102358,Manitoba,Lake Anthony,2025-03-04,River,Pesticides,30.97,7.02,True,5.06,29.7,86.98,1425.03,6.69,Untreated,WaterSafe Canada,57.524905,-84.574244,2.28,Page girl decision form thought trip.
SMP102359,British Columbia,East Cassandrahaven,2025-01-11,Coastal,Oil,13.0,3.16,True,7.81,17.6,47.69,1820.91,9.22,Untreated,EnviroCan,51.544655,-96.42274,6.85,Land theory range of.
SMP102360,Manitoba,Allenberg,2023-06-21,River,Pesticides,48.14,12.64,True,6.48,10.8,32.05,1398.1,5.65,Partially Treated,EnviroCan,53.226768,-128.468275,3.88,Station live wind our nation plan entire.
SMP102361,British Columbia,Robertland,2024-03-16,Lake,Mercury,10.32,7.3,True,6.27,10.2,23.9,1587.25,12.16,Untreated,WaterSafe Canada,52.011063,-101.417134,6.02,Kitchen subject than future he recent model town.
SMP102362,New Brunswick,South Tyler,2023-08-22,Reservoir,Pesticides,18.77,15.98,True,7.18,6.3,57.34,722.43,3.17,Treated,WaterSafe Canada,57.866315,-136.56677,3.61,Make smile stock I find.
SMP102363,Ontario,Gonzalezland,2023-07-26,Lake,Pathogens,17.56,1.66,True,5.13,20.8,76.88,639.31,13.51,Untreated,CleanH2O Org,52.876363,-59.049846,0.72,See speech fear bed break establish product.
SMP102364,Alberta,Gregoryside,2024-11-20,Groundwater,Mercury,8.5,23.89,False,8.63,2.4,76.69,794.09,9.57,Partially Treated,CleanH2O Org,58.810164,-78.102518,1.93,Become western like home street.
SMP102365,Quebec,Jonesview,2023-02-10,River,Microplastics,0.01,19.2,False,6.46,8.4,39.81,1136.13,9.26,Partially Treated,WaterSafe Canada,48.924607,-135.021485,1.85,Number common course gun option for painting brother.
SMP102366,Ontario,Walshmouth,2025-01-11,Groundwater,Chlorine,8.71,0.81,True,6.91,15.1,48.13,803.71,7.6,Untreated,HydroWatch,47.471065,-107.558495,6.79,Present suddenly a issue at.
SMP102367,Nova Scotia,Zacharyshire,2022-07-11,River,Pesticides,11.81,4.43,True,7.62,27.1,78.37,931.89,10.45,Treated,CleanH2O Org,43.635709,-78.069487,7.29,Need remain page yard fill beautiful.
SMP102368,Prince Edward Island,Raymondside,2022-10-18,Reservoir,Chlorine,5.1,2.09,True,5.67,20.5,4.04,1328.5,6.35,Partially Treated,EnviroCan,43.87856,-116.59591,7.33,Argue head according notice we adult.
SMP102369,Quebec,Davisburgh,2024-01-07,Lake,Oil,45.19,25.13,True,5.27,1.4,46.0,1488.13,4.97,Treated,EnviroCan,54.549405,-100.98768,8.07,Enjoy everyone support amount.
SMP102370,Newfoundland and Labrador,Blackport,2024-05-29,Groundwater,Chlorine,4.91,15.37,False,8.34,9.1,47.74,1990.67,10.96,Partially Treated,WaterSafe Canada,58.606595,-101.150193,2.33,Bed expect assume enjoy firm attention.
SMP102371,Quebec,Lake Matthew,2023-03-21,Groundwater,Phosphate,19.91,24.97,False,8.79,12.9,44.6,996.71,10.84,Treated,HydroWatch,49.000662,-125.721153,6.87,Little call beat realize very those far.
SMP102372,Saskatchewan,West Jacqueline,2024-07-10,Groundwater,Phosphate,45.53,21.99,True,7.96,11.9,22.9,631.5,5.65,Untreated,CleanH2O Org,59.835086,-116.138035,9.21,Environmental base star.
SMP102373,Newfoundland and Labrador,New Stephenton,2024-02-07,Reservoir,Pathogens,7.39,1.96,True,7.95,14.7,93.13,513.14,3.88,Partially Treated,CleanH2O Org,54.213273,-98.560838,1.95,Along yes thousand character fly would indeed enter.
SMP102374,Saskatchewan,New Megan,2022-10-30,Groundwater,Lead,21.2,19.8,True,5.49,16.7,27.4,911.75,10.43,Partially Treated,CleanH2O Org,48.662685,-137.53818,4.24,I there end stop price wonder other.
SMP102375,Quebec,Lake Emilyton,2022-11-26,Lake,Chlorine,38.65,18.79,True,8.71,11.0,33.31,1428.58,10.03,Treated,CleanH2O Org,49.553205,-100.841958,1.21,Expect wrong above character any recent.
SMP102376,British Columbia,Spencerburgh,2024-03-13,River,Chlorine,10.35,21.92,False,7.61,4.5,58.29,1338.92,9.33,Partially Treated,EnviroCan,46.579789,-97.797193,5.36,Same wind you serious foot your spring.
SMP102377,Manitoba,Lisafurt,2023-01-30,Coastal,Nitrate,32.47,1.66,True,5.86,22.6,30.91,113.74,11.88,Untreated,EnviroCan,46.210239,-55.938459,8.66,Attack everybody consumer difficult late front me get.
SMP102378,Newfoundland and Labrador,New Markstad,2024-10-20,Lake,Lead,40.68,2.97,True,8.18,21.3,54.16,429.93,13.74,Untreated,CleanH2O Org,48.627214,-98.347362,3.23,Everything with sign he past.
SMP102379,Alberta,South Joannhaven,2024-09-09,Coastal,Mercury,11.82,21.06,False,8.11,6.5,13.18,1019.58,2.24,Partially Treated,EnviroCan,57.973745,-62.816058,4.84,Lawyer scene fire several down personal agreement.
SMP102380,Quebec,Lake Kimberly,2024-10-20,Reservoir,Mercury,2.17,0.53,True,5.58,25.9,31.38,513.29,11.71,Partially Treated,WaterSafe Canada,54.593611,-117.334419,3.18,Head land prevent.
SMP102381,Newfoundland and Labrador,Blakeport,2022-11-10,Lake,Pesticides,15.09,17.32,False,5.18,25.5,34.16,1831.92,13.2,Partially Treated,CleanH2O Org,55.213518,-114.929098,0.37,Part eat positive girl especially.
SMP102382,Newfoundland and Labrador,Wellsshire,2022-11-27,Lake,Phosphate,27.24,29.2,False,7.37,23.3,37.0,1563.1,11.77,Treated,EnviroCan,45.420001,-78.699456,6.15,Water run suggest drive raise.
SMP102383,Alberta,New Ryanfort,2024-06-07,Reservoir,Mercury,28.69,7.56,True,7.93,8.9,29.05,1619.6,7.24,Treated,CleanH2O Org,44.102043,-67.928172,4.11,Will occur material property.
SMP102384,Saskatchewan,Pittmanfort,2022-05-29,Reservoir,Mercury,33.44,7.69,True,6.95,10.8,43.45,801.8,10.37,Partially Treated,WaterSafe Canada,44.856163,-106.728591,6.82,Either ahead key home.
SMP102385,Prince Edward Island,Johnsonburgh,2023-06-04,Lake,Chlorine,35.21,3.13,True,7.96,20.3,71.5,1233.03,2.89,Treated,HydroWatch,45.867208,-126.182098,2.06,Much wall fall quality service senior treat.
SMP102386,Manitoba,Jesusside,2023-11-03,Lake,Nitrate,9.73,19.7,False,6.02,19.9,34.15,1473.04,9.24,Treated,EnviroCan,47.592443,-59.248432,2.49,Son music the fire.
SMP102387,British Columbia,Lake Katherine,2025-04-26,Reservoir,Pathogens,42.43,28.59,True,7.98,1.3,9.01,1869.26,10.97,Treated,HydroWatch,53.98606,-64.143235,7.83,Manager explain ball player.
SMP102388,Saskatchewan,West Anthonyville,2024-12-02,Lake,Pesticides,9.47,0.84,True,5.29,27.9,71.29,1024.6,6.99,Treated,WaterSafe Canada,57.880747,-119.495797,4.6,Board local call father full detail.
SMP102389,Saskatchewan,Jeffreymouth,2025-02-09,Groundwater,Pathogens,12.18,27.65,False,6.81,10.0,61.57,918.08,7.21,Untreated,WaterSafe Canada,55.099744,-55.092674,3.21,Market ready care here middle almost close.
SMP102390,Nova Scotia,West Philliphaven,2023-06-12,Reservoir,Lead,22.92,9.37,True,7.76,3.0,93.81,666.14,13.91,Treated,EnviroCan,54.530879,-134.361155,3.22,Enjoy property information recent federal.
SMP102391,Newfoundland and Labrador,Lake Toddburgh,2023-01-11,Lake,Pesticides,45.92,21.55,True,7.74,5.8,40.92,971.66,13.05,Untreated,EnviroCan,52.939874,-93.34405,1.48,Perhaps financial own bad them page window.
SMP102392,Alberta,East Shanefort,2023-10-11,Lake,Mercury,30.85,4.92,True,7.4,29.9,6.54,1467.85,13.83,Untreated,WaterSafe Canada,56.536582,-100.286588,6.98,News what knowledge beat century would mention.
SMP102393,British Columbia,New Caseychester,2023-06-27,River,Pesticides,9.39,12.41,False,5.67,10.0,27.32,429.07,4.91,Untreated,WaterSafe Canada,47.474491,-99.187357,1.36,Get cost court somebody away my.
SMP102394,Nova Scotia,East John,2023-04-20,Reservoir,Oil,47.69,16.45,True,7.95,16.3,65.48,1872.97,3.96,Partially Treated,WaterSafe Canada,54.37427,-86.502815,0.91,Go down loss.
SMP102395,British Columbia,Lucaschester,2024-07-20,Lake,Microplastics,32.03,19.81,True,7.68,22.6,21.53,1153.31,13.2,Partially Treated,WaterSafe Canada,47.910987,-72.48993,8.05,Eye son cell off television.
SMP102396,Manitoba,East Jesse,2022-12-14,Groundwater,Nitrate,16.76,23.98,False,8.15,8.0,41.66,239.3,9.21,Untreated,CleanH2O Org,43.233002,-104.363033,4.03,Try improve real level sound.
SMP102397,British Columbia,South Justin,2022-05-09,Coastal,Microplastics,40.31,2.21,True,6.14,5.4,1.79,959.92,12.04,Untreated,EnviroCan,58.881575,-108.899269,3.59,Kitchen everybody young address.
SMP102398,Nova Scotia,West Nicole,2024-02-10,Coastal,Pesticides,41.06,17.54,True,7.14,20.1,66.81,61.02,6.0,Untreated,EnviroCan,53.418622,-107.050291,8.54,Free later teach growth.
SMP102399,Quebec,Johnmouth,2024-08-02,Lake,Mercury,48.36,19.34,True,8.9,18.6,66.42,1217.47,8.6,Partially Treated,HydroWatch,45.717662,-55.610539,5.28,Check participant every move create staff.
SMP102400,Prince Edward Island,Brianchester,2024-05-09,River,Nitrate,44.75,6.35,True,7.44,11.5,54.85,1132.55,10.65,Untreated,WaterSafe Canada,51.715225,-73.449566,8.81,Approach sister first middle civil just great hit.
SMP102401,New Brunswick,New Jessica,2023-11-07,Reservoir,Microplastics,29.63,0.25,True,8.78,2.3,90.73,1626.54,6.73,Treated,EnviroCan,43.896135,-131.459928,8.78,Allow someone some local any fire.
SMP102402,Ontario,Jeffreyville,2024-04-22,Reservoir,Pathogens,21.74,6.6,True,7.68,6.8,77.72,1491.98,13.13,Partially Treated,CleanH2O Org,44.673296,-133.458174,5.41,Relationship new development federal.
SMP102403,New Brunswick,Orozcoview,2025-04-25,Groundwater,Pesticides,7.67,19.84,False,7.96,16.9,80.57,678.86,8.56,Partially Treated,EnviroCan,46.541417,-130.648559,4.11,Thus feel same remain bed.
SMP102404,Quebec,Cruzland,2023-02-17,River,Chlorine,49.68,13.56,True,6.99,19.9,57.09,1758.35,5.03,Partially Treated,HydroWatch,48.967519,-85.409591,5.86,Dog poor house nor discussion cover much.
SMP102405,New Brunswick,East Roberthaven,2023-08-02,Reservoir,Chlorine,46.72,0.6,True,5.78,5.3,49.95,1279.3,12.61,Untreated,EnviroCan,48.926275,-72.307996,3.62,Particularly art authority local together seven almost.
SMP102406,Alberta,North Bruce,2024-01-01,Lake,Chlorine,35.86,21.22,True,7.34,22.5,85.27,105.67,11.46,Treated,EnviroCan,51.414432,-133.073769,2.14,Three top no wall.
SMP102407,Prince Edward Island,Lake Kyle,2024-12-12,Lake,Nitrate,26.78,7.29,True,5.16,13.3,13.48,1390.29,3.48,Partially Treated,EnviroCan,55.012408,-112.099363,4.07,Less standard stuff I author window mind.
SMP102408,New Brunswick,Jenniferstad,2023-02-27,Groundwater,Microplastics,20.92,19.06,True,5.92,27.0,22.02,761.61,8.37,Untreated,EnviroCan,57.458674,-72.750415,2.7,Community of act those product.
SMP102409,Saskatchewan,Palmermouth,2025-04-10,Reservoir,Phosphate,18.2,0.18,True,8.09,1.6,56.28,1023.9,2.18,Partially Treated,CleanH2O Org,49.995735,-60.88992,4.2,Computer nothing sea lose summer coach player son.
SMP102410,Nova Scotia,Phillipsberg,2024-01-05,Coastal,Pesticides,42.37,23.27,True,7.27,19.1,0.62,647.87,9.57,Treated,EnviroCan,43.790189,-110.157654,5.53,Laugh simple crime bag.
SMP102411,Newfoundland and Labrador,Lake Jessicatown,2024-11-26,Groundwater,Mercury,39.04,24.11,True,7.05,24.5,8.3,1672.87,6.53,Untreated,EnviroCan,58.841186,-56.053329,9.16,Option employee respond third national but.
SMP102412,Alberta,Aliciatown,2022-12-08,Reservoir,Mercury,12.31,18.13,False,8.58,1.4,36.01,248.6,11.29,Untreated,HydroWatch,48.826539,-55.528877,7.16,Point mission computer no decide.
SMP102413,British Columbia,Munozfurt,2022-10-17,Groundwater,Pathogens,39.14,12.68,True,7.47,12.3,63.13,1879.19,3.98,Treated,WaterSafe Canada,48.404167,-117.698002,3.24,Night money law already summer image off.
SMP102414,Alberta,Michelleborough,2025-03-29,Groundwater,Phosphate,4.13,7.09,False,6.42,16.4,93.24,829.72,3.75,Partially Treated,EnviroCan,51.319837,-84.702079,7.38,General upon course seven size.
SMP102415,Manitoba,Juliehaven,2022-07-08,Lake,Lead,0.98,14.87,False,8.87,18.5,99.02,1276.05,11.38,Treated,CleanH2O Org,53.520575,-118.614291,0.71,Consumer rather possible face show Congress stuff hair.
SMP102416,Newfoundland and Labrador,Mcdowellstad,2022-09-04,Coastal,Pesticides,9.96,20.02,False,5.74,2.2,7.13,1711.94,7.81,Untreated,WaterSafe Canada,57.182385,-109.625319,3.0,Listen page wonder politics strong team.
